,LAT,LON,LICZB_LOKALI_MIESZKALNYCH,LICZBA_GOSPODARSTW,POPULACJA,POPULACJA_20_44
12271,51.079138,16.969175,2,1,2,0
12272,51.144917,16.903631,1,0,0,0
12273,51.1746,16.911603,6,5,8,2
12274,51.09315,16.990169,7,6,16,3
12275,51.144737,16.869018,6,5,22,6
12276,51.154602,16.863513,1,1,3,1
12277,51.15639,16.893268,1,1,2,1
12278,51.128625,16.988502,34,32,65,25
12279,51.143316,16.901148,1,1,4,2
12280,51.096737,16.941712,5,6,18,5
12281,51.139575,16.852463,6,6,17,8
12282,51.080456,16.995019,16,18,31,7
12283,51.142081,16.885242,1,1,3,1
12284,51.14147,16.894964,2,2,3,0
12285,51.142877,16.881415,2,2,5,2
12286,51.117813,16.924028,1,1,8,3
12287,51.120848,16.923241,1,1,5,2
